,date,agency,state,document_type,title,report_link,eis_number,federal_register_date,contact_name,comment_due_review_date,contact_phone,amended_notice_date,amended_notice,supplemental_info,website,comment_letter_date,rating,num_files,list_of_links
311,04/14/2006,USFS,OR,Draft EIS,"WITHDRAWN - Kelsey Vegetation Management Project, Moving Resource Conditions Closer to the Goals and Desired Future Condition, Deschutes National Forest Land Resource Management Plan, Bend-Fort Rock Ranger District, Deschutes County, OR",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8DD5D877527BEEF985257BEB001BA3AE,20060131,04/14/2006,David Frantz,05/30/2006,541-383-4721,09/29/2006,"Revision of FR Notice Published 04/14/2006:   Officially Withdrawn by the 
Preparing Agency", ,,05/30/2006,EC1,0.0,
312,04/14/2006,USFS,CA,Draft EIS,"North 49 Forest Health Recovery Project, Restore Fire Adapted Forest System, Located in the Red (MA-16) and Logan (MA-45) Management Areas, Hat Creek Ranger District, Lassen National Forest, Shasta County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DF6ECB451F5BE4D885257BEB001BA3A3,20060127,04/14/2006,Scott Stawiarski,05/31/2006,530-336-5521,,, ,,05/25/2006,EC2,0.0,
313,04/14/2006,USFS,NM,Draft EIS,"Echo Trail Area Forest Management Project, Forest Vegetation Management and Related Transportation System, Superior National Forest Land and Resource Management Plan, Lacroix Ranger District and Kawishiwi Ranger District, St. Louis and Lake Counties, MN",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E762EA11DDC3E0C285257BEB001BA39A,20060124,04/14/2006,Carol Booth,05/30/2006,218-666-0020,,, ,,05/30/2006,EC2,0.0,
314,04/07/2006,USCG,AL,Final EIS,"Compass Port and Deepwater Port License Application, To Construct a Liquefied Natural Gas (LNG) Receiving, Storage and Regasification Facility, Proposed Offshore Pipeline and Fabrication Site, NPDES Permit, US Army COE Section 10 and 404 Permits, Mobile County, AL and San Patricio and Nueces County, TX, ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/30D051DF382D28DE85257BEB001BA381,20060121,04/07/2006,M.A. Prescott,05/22/2006,202-267-0225,,, ,,06/05/2006,,0.0,
315,04/07/2006,USFS,CO,Revised Final EIS,"Gold Camp Road Plan, Develop a Feasible Plan to Manage the Operation of Tunnel #3 and the 8.5 mile Road Segment, Pike National Forest, Pikes Peak Ranger District, Colorado Springs, EL Paso County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/004ECE82286CB08B85257BEB001BA35D,20060108,04/07/2006,Frank Landis,05/08/2006,719-477-4203,,,This statement is supplement to FEIS 20050291 filed 07/13/2005.,,05/01/2006,,0.0,
316,04/07/2006,USFS,MT,Draft EIS,"Whitetail -Pipestone Travel Management, Develop Site-Specific Travel Management Plan, Jefferson and Butte Ranger Districts, Beaverhead-Deerlodge National Forest, Jefferson and Silver Bow Counties, MT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/BD647FE2EAE678A385257BEB001BA363,20060110,04/07/2006,Cheryl Martin,05/22/2006,406-287-3223 Ext 107,,, ,,05/10/2006,EC2,0.0,
317,04/07/2006,USFS,OR,Final EIS,"Drew Creek Diamond Rock and Divide Cattle Allotments, Alternative 2 Preferred Alternative, Issuance of Term Grazing Permits on Livestock Allotments on Tiller Ranger District, Implementation, Umpqua National Forest, Douglas and Jackson Counties, OR",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/C92F8EB97EDB5CE685257BEB001BA379,20060118,04/07/2006,Wes Yamamoto,05/08/2006,541-825-3100,,, ,,05/08/2006,,0.0,
318,04/07/2006,USFS,UT,Draft EIS,"Upper Strawberry Allotments Grazing, Authorize Liverstock Grazing, Heber Ranger District, Uinta National Forest, Wasatch County, UT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/FDCD5446613536FC85257BEB001BA371,20060115,04/07/2006,Jim Percy ,05/22/2006,435-654-0470,,, ,,05/23/2006,EC2,0.0,
319,03/31/2006,USAF,FL,Draft Supplement,"Eglin Air Force Base and Hurlburt  Field, New Revision to Preferred Alternatives, Military Family Housing Demolition, Construction, Renovation, and Leasing (DCR & L) Program, Okaloosa County, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8F8CAFCDD5EFB72485257BEB001BA349,20060101,03/31/2006,Shari Kilbourne,05/15/2006,937-656-2926,,, ,,07/20/2006,EC2,0.0,
320,03/31/2006,USFS,CO,Final EIS,"Vail Valley Forest Health Project, Landscape-Scale Vegetation Management and Fuels Reduction, White River National Forest, Holy Cross Ranger District, Eagle County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/080B370D6A0AA1DF85257BEB001BA344,20060099,03/31/2006,Peech Keller,05/01/2006,970-262-3495,,, ,,05/22/2006,,0.0,
321,03/31/2006,USFS,ID,Draft EIS,"Clear Prong Project, Timber Harvest, Temporary Road Construction, Road Maintenance, Road Decommissioning, Thinning of Sub-Merchantable Tree, and Prescribed Fire, Boise National Forest, Cascade Ranger District, Valley County, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/74D3344D62A966F585257BEB001BA357,20060106,03/31/2006,Richard A. Smith ,05/15/2006,208-373-4100,,, ,,05/15/2006,EC1,0.0,
322,03/31/2006,USFS,VT,Final EIS,"Green Mountain National Forest, Propose Revised Land and Resource Management Plan, Implementation, Forest Plan Revision, Addison, Bennington, Rutland, Washington, Windham and Windsor Counties, VT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F8E9F0BF570B7E6985257BEB001BA35B,20060107,03/31/2006,Jay Strand,05/01/2006,802-767-4261,,, ,,05/01/2006,,0.0,
323,03/24/2006,USFS,CO,Final EIS,"Dry Fork Federal Coal Lease-by-Application (COC-67232), Leasing Additional Federal Coal Lands for Underground Coal Resource, Special-Use-Permits and US Army COE Section 404 Permit, Grand Mesa, Uncompahgre and Gunnison National Forests, Gunnison County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/111827CC0391189985257BEB001BA33F,20060097,03/24/2006,Liane Mattson,04/24/2006,970-874-6697,,, ,,08/30/2006,,0.0,
324,03/24/2006,USFS,IN,Final EIS,"Hoosier National Forest Land and Resource Management Plan, Implementation, Brown, Crawford, Dubois, Jackson, Lawrence, Martin, Orange, Perry Counties, IN",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2161BC420FBD586F85257BEB001BA339,20060094,03/24/2006,Judi Perez,04/24/2006,812-277-3593,,, ,,04/24/2006,,0.0,
325,03/24/2006,USFS,CA,Draft EIS,"Commercial Park Stock Permit Reissuance for the Sierra National Forest and Trail Management  Plan for the Dinkey Lakes Wilderness, Application Reissuance Special-Use-Permit, Mariposa, Madera and Fresno Counties, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2E00849D62FCB4A885257BEB001BA2FF,20060084,03/24/2006,Kim Sorini-Wilson,05/15/2006,559-855-5355 Ext. 3328,,, ,,05/25/2006,EC2,3.0,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20060084/%24file/20060084.PDF http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/epahome/pdf.html http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/compliance/contact/nepa.html%23commentform
326,03/24/2006,USFS,IL,Final EIS,"Shawnee National Forest Trails Designation Project, Phase 1, Designation, Construction and Maintenance for Trail System within Four Watershed: Eagle Creek, Big Grand Pierre Creek, Lusk Creek and Upper Bay Creek, Hidden Springs Ranger District, Gallatin, Hardin, Johnson, Pope and Saline Counties, IL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/3AC5834449F8A5C785257BEB001BA317,20060087,03/24/2006,Matthew Lechner,04/24/2006,618-253-7114,,, ,"http://www.fs.fed.us/r9/forests/shawnee/projects/projects/eis/2005/trails/final/Trails-FEIS.pdf
http://www.fs.fed.us/r9/forests/shawnee/projects/projects/eis/2005/trails/final/Trails-FEIS.pdf",04/05/2006,,0.0,
327,03/24/2006,USFS,ID,Draft Supplement,"West Gold Creek Project, Updated Information, Forest Management Activities Plan, Implementation, Idaho Panhandle National Forests, Sandpoints Ranger District, Bonner County, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/6CEE1B3D018619F985257BEB001BA330,20060089,03/24/2006,A.J. Helgenberg,05/08/2006,208-265-6643,,, ,"http://www.fs.fed.us/ipnf/eco/manage/nepa/sptnepa/wgold/wg_dseis_document.pdf
http://www.fs.fed.us/ipnf/eco/manage/nepa/sptnepa/wgold/wg_dseis_document.pdf",05/15/2006,EC2,0.0,
328,03/24/2006,USFS,CA,Draft EIS,"Commercial Pack Station and Pack Stock Outfitter/ Guide Permit Issuance, Implementation, Special-Use-Permit  to Twelve Pack Station and Two Outfitter/Guides, Inyo National Forest, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/80CDB79947D8075B85257BEB001BA338,20060093,03/24/2006,Rich Hatfield ,05/15/2006,760-873-2452,,, ,,05/16/2006,EC2,0.0,
329,03/24/2006,USFS,CA,Draft EIS,"Phoenix Project Area, Treat Poor Forest Health, High Fire Hazard Condition, Develop a Network of Defensible Fuel Profile Zones (DFPZs), and  Restore Aspen Stand, Sierraville Ranger District, Tahoe National Forest, Sierra and Nevada Counties, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/89F32A1EBC4D8DB585257BEB001BA334,20060091,03/24/2006,Jeff Leach,05/08/2006,530-994-3401,,, ,,05/08/2006,EC2,0.0,
330,03/24/2006,USFS,WA,Final EIS,"Growden Dam Sherman Creek Restoration Project, and Forest Plan Amendment #28, Implementation, Colville National Forest, Ferry County, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B83A42E91AB1CF8A85257BEB001BA33B,20060095,03/24/2006,Karen Honeycutt,04/24/2006,509-738-7734,,, ,,04/24/2006,,0.0,
331,03/24/2006,USFS,MT,Final EIS,"Frenchtown Face Ecosystem Restoration Project, Maintenance and Improvement of Forest Health, Risk Reduction of Damage Insects and Disease, Lolo National Forest, Ninemile Ranger District, Missoula, MT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E0F7B4470A56E85A85257BEB001BA335,20060092,03/24/2006,Gary Edson,04/24/2006,406-626-5201,,, ,,04/12/2006,,0.0,
332,03/24/2006,USFS,AZ,Draft EIS,"Jacob Ryan Vegetation Management Project, Implementation, Kaibab National Forest, North Kaibab Ranger District, Coconino County, AZ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E9DA4698CC604C2C85257BEB001BA2FB,20060083,03/24/2006,Jonathan M. Beck,05/08/2006,928-643-8143,,, ,"http://www.fs.fed.us/r3/kai/projects/jacob_ryan/deis/index.html
http://www.fs.fed.us/r3/kai/projects/jacob_ryan/deis/index.html",05/05/2006,EC2,0.0,
333,03/24/2006,USFS,WI,Draft EIS,"Fishbone Project Area, Vegetation and Road Management, Implementation, Washburn Ranger District, Chequamegon-Nicolet National Forest, Bayfield County, WI",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F3706767679ABF5385257BEB001BA331,20060090,03/24/2006,Cristi Corey-Luse,05/08/2006,715-373-2667-Ext. 235,,, ,,05/08/2006,EC2,0.0,
334,03/17/2006,USACE,FL,Draft EIS,"Central and Southern Florida Project, New Authorization for Broward County Water Preserve Areas, South Florida Water Management District (SFWMD), Comprehensive Everglades Restoration Plan, (CERP), Broward County, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DB5599B5AD2167E785257BEB001BA2EB,20060077,03/17/2006,Michael Dupes,05/01/2006,904-232-1689,,, ,,04/28/2006,EC1,0.0,
335,03/17/2006,USFS,WA,Final EIS,"Methow Transmission Project, Construction of New Transmission Line or Reconstruction an Existing Line, Okanogan and Wenatchee National Forests, Methow Valley Ranger District, Okanogan County, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A968EE49057DB20D85257BEB001BA2F1,20060080,03/17/2006,Jan Flatten ,04/17/2006,509-826-3277,,, ,,04/17/2006,,0.0,
336,03/10/2006,USCG,Multi,Final EIS,"Main Pass Energy Hub Deepwater Port License Application, Proposes to Construct a Deepwater Port and Associated Anchorages, US Army COE Section 10 and 404 Permit, Gulf of Mexico (GOM), southeast of the coast of Louisiana in Main Pass Lease Block (MP) 2999 and from the Mississippi coast in MP 164,",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/22DB86354023F89385257BEB001BA2E9,20060076,03/10/2006,Mark A. Prescott,04/24/2006,202-267-0225,,, ,,05/04/2006,,0.0,
337,03/10/2006,USFS,OR,Final EIS,"Tamarack Quarry Expansion Project, Secure a Long-Term Economical Source of Rock Material to Use for Highway and Road Maintenance, Mt. Hood National Forest, Clackamas County, OR",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/3D4E20C3EF13307485257BEB001BA2CA,20060070,03/10/2006,Mike Redmond,04/10/2006,503-668-1776,,, ,"www.fs.fed.us/r6/mthood/projects/documents
www.fs.fed.us/r6/mthood/projects/documents",04/05/2006,,0.0,
338,03/10/2006,USFS,Multi,Draft EIS,"Wasatch-Cache National Forest Noxious Weed Treatment Program, Proposes to Treat Noxious Weeds 1.2 Million Acres of Wilderness and Non-Wilderness Areas, several counties, UT and Uinta County, WY",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/759C4333F1117E8985257BEB001BA2DE,20060075,03/10/2006,Mike Duncan,04/24/2006,801-236-3415,,, ,,05/18/2006,EC2,3.0,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20060075/%24file/20060075.PDF http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/epahome/pdf.html http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/compliance/contact/nepa.html%23commentform
339,03/10/2006,USFS,ID,Draft EIS,"Emerald Creek Garnet Area, To Provide a Public Recreational Area for Collecting Garnet Gemstone, US Army COE Section 404 Permit, Idaho Panhandle National Forest, St. Joe Ranger District, Latah County, ID                                          ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8CDA7C58AC82928E85257BEB001BA2C5,20060068,03/10/2006,Tracy Gravelle,04/24/2006,208-245-6200,,, ,,04/24/2006,EC2,0.0,
340,03/10/2006,USFS,NM,Draft EIS,"Santa Fe National Forest Plan Amendment for Oil & Gas Leasing  and Roads Management, Implementation, San Juan Basin, Cuba Ranger District, NM",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/C83D68CDBD25CDFE85257BEB001BA2CD,20060071,03/10/2006,Allen Fowler,04/24/2006,505-438-7821,,, ,,04/20/2006,LO,0.0,
341,03/10/2006,USFS,AZ,Draft EIS,"Deep Lake Allotment Project, Proposes to Re-authorize Grazing, Mormon Lake Ranger District, Coconino National District, Coconino County, AZ ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F6F71E48FAFBF71885257BEB001BA2D7,20060074,03/10/2006,Katherine Sanchez Meador,04/24/2006,928-527-8263,,, ,,04/21/2006,LO,0.0,
342,03/03/2006,USCG,Multi,Draft EIS,"Beacon Port Deepwater Port License Application, Construction and Operation, Deepwater Port and Offshore Pipeline, US COE Section 404 and 10 Permits, Gulf of Mexico, San Patricio County, TX",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/7E5ED2F2DEDA68E085257BEB001BA2C1,20060066,03/03/2006,Ray Martin,04/17/2006,202-267-1683,,,"US Dept of Homeland Security's Coast Guard and the U.S. Maritime 
Administration  are Joint Lead Agencies on the above project.",,06/01/2006,EO2,0.0,
343,03/03/2006,USFS,PA,Draft EIS,"Williow Creek All-Terrain Vehicle Trail Expansion, Improvements, located in Marshburg/Stickney Intensive Use Area, Alleghany National Forest, McKean County, PA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/72F284FADAE099BD85257BEB001BA2B0,20060064,03/03/2006,Mark Conn,04/17/2006,814-723-5150,03/17/2006,"Revision of Notice Public in FR on 03/03/2006.   Correction to Agency from FHW 
to AFS.", ,,04/11/2006,EC2,0.0,
344,03/03/2006,USFS,CO,Final EIS,"Copper Mountain Resort Trails and Facilities Improvements, Implementation, Special Use Permit, White River National Forest, Dillon  Ranger District, Summit County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/856A11F9BF32AEB385257BEB001BA2A5,20060062,03/03/2006,Joe Foreman,04/03/2006,970-468-5400,,, ,,05/04/2006,,3.0,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20060062/%24file/20060062.PDF http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/epahome/pdf.html http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/compliance/contact/nepa.html%23commentform
345,02/24/2006,USFS,CA,Draft EIS,"Slapjack Project,  Protect Rural Communities from Fire Hazards by Constructing Defensible Fuel Profile Zones (DFPZS), Feather River Ranger District, Plumas National Forest, Butte and Yuba Counties, CA ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0F277D94C556944585257BEB001BA284,20060053,02/24/2006,Susan Joyce,04/10/2006,530-532-7437,,, ,,04/19/2006,EC2,0.0,
346,02/24/2006,USFS,WY,Draft Supplement,"Dean Project Area, Proposes to Implement Multiple Resource Management Actions, New Information to Disclose Direct, Indirect, and Cumulative Environmental Impacts, Black Hills National Forest, Bearlodge Ranger District, Sundance, Crook County, WY",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/39634AE0F88F2D0E85257BEB001BA28A,20060055,02/24/2006,Steve Kozel,04/10/2006,307-283-1361,,, ,,04/13/2006,EC2,0.0,
347,02/24/2006,USFS,CO,Final Supplement,"Baylor Park Blowdown Project, New Information, Salvage and Treat Down and Damaged Timber, To Reduce Impact of Spruce Beetles, Implementation, White River National Forest, Sopris and Rifle Ranger District, Garfield, Mesa and Pitkin Counties, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/4FD648CF9783E0BA85257BEB001BA290,20060058,02/24/2006,Jan Burke,03/27/2006,970-945-3246,,, ,,03/31/2006,,0.0,
348,02/24/2006,USFS,CA,Draft Supplement,"Empire Vegetation Management Project, Additional Information to Clarify Previous Analysis, Vegetation, Fire/Fuels/Air Quality, Wildlife, Watershed, and Botanical Resource/Noxious Weeds, Mount Hough Ranger District, Plumas National Forest, Plumas County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/71AC06B8A592F9BD85257BEB001BA273,20060047,02/24/2006,Gary Rotta,04/10/2006,530-283-0555,,, ,,03/02/2006,LO,0.0,
349,02/24/2006,USFS,CO,Final Supplement,"Sheep Flats Diversity Unit, Timber Sales and Related Road Construction, Additional Information Concerning Management Indicator Species and Sensitive Species, Grand Mesa Uncompahgre and Gunnison National Forests, Grand Valley Ranger District, Mesa County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B1A79A35351A664185257BEB001BA27E,20060051,02/24/2006,Carol McKenzie,03/27/2006,208-634-0761,,03/27/2006, ,,03/31/2006,,0.0,
350,02/17/2006,USFS,ID,Draft EIS,"Payette National Forest Travel Management Plan, Designate a System of Roads, Trails and Areas Open to Motorized and Non-Motorized Use, Implementation, Adam, Washington, Idaho, Valley Counties, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/755FDE4D849C25A885257BEB001BA26E,20060045,02/17/2006,Ana Egnew,05/19/2006,208-634-0600,03/31/2006,"Revision to FR Notice Published  02/17/2006:  Comment Period Extended from 
04/03/2006 to 05/19/2006 ", ,"http://www.fs.fed.us/r4/payette/publications/trvl_mgmt/deis_trvl/trvl_deis.shtml
http://www.fs.fed.us/r4/payette/publications/trvl_mgmt/deis_trvl/trvl_deis.shtml",05/19/2006,EC1,0.0,
351,02/17/2006,USFWS,IA,Final EIS,"Driftless Area National Wildlife Refuge Comprehensive Conservation Plan, to Recover and Conserve the Northern Monkshood and Iowa Pleistocene Snail, IA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/6BE750C42B647A7685257BEB001BA26C,20060044,02/17/2006,Cathy Henry,03/20/2006,563-873-3423,,, ,"http://www.fws.gov/midwest/planning/DriftlessArea/
http://www.fws.gov/midwest/planning/DriftlessArea/",03/17/2006,,0.0,
352,02/10/2006,USACE,FL,Draft Supplement,"South Florida Water Management District, (SFWMD), Proposes Construction and Operation Everglades Agricultural Area Reservoir A-1 Project, Lake Okeechobee, Palm Beach County, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/78CC63F82F01D2CB85257BEB001BA265,20060041,02/10/2006,Tori White,03/27/2006,561-472-8888,,, ,,03/27/2006,LO,0.0,
353,02/10/2006,USFS,IN,Final EIS,"German Ridge Restoration Project, to Restore Native Hardwood Communities, Implementation, Hoosier National Forest, Tell City Ranger District, Perry County, IN",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/BD4E2A644AF8BF5485257BEB001BA25B,20060037,02/10/2006,Ron Ellis ,03/13/2006,812-275-5987,,, ,,02/22/2006,,0.0,
354,02/10/2006,USFS,CO,Final EIS,"Rock Creek Integrated Management Project, Propose Treatment to Address Mountain Beetle Epidemics, and to Reduce Wildfires within the Rock Creek Analysis Area, Medicine Bow-Routt National Forests and Thunder Basin National Grassland, Glenwood Springs Resource Area, Routt and Grand Counties, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/C2F7C07EB7EE4A2385257BEB001BA269,20060043,02/10/2006,Joanne Sanfilippo,03/13/2006,970-870-2210,,, ,,03/17/2006,,0.0,
355,02/03/2006,USACE,IL,Second Final Supplement,"Sugar Creek Municipal Water Supply, Updated Information, Proposed New 1172 Acre Water Supply Reservoir, Construction, COE Section 404 Permit Issuance, City of Marion, Williamson and Johnson Counties, IL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DD2DA12D94C84CA285257BEB001BA24A,20060030,02/03/2006,Greg McKay,03/29/2006,502-315-6685,03/17/2006,"Revision to FR Notice Published 02/03/2006:   Comment Period Extended from 
03/06/2006 to 03/29/2006", ,,04/03/2006,,0.0,
356,02/03/2006,USFS,AK,Draft EIS,"Kuiu Timber Sale Area, Proposes to Harvest Timber and Build Associated Temporary Roads, US. Army COE Section 10 and 404 Permits, North Kuiu Island, Petersburg Ranger District, Tongass National Forest, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/3EDAB95565B06F9D85257BEB001BA252,20060032,02/03/2006,Kris Rutledge,03/20/2006,907-772-5905,,, ,,03/20/2006,EC1,0.0,
357,02/03/2006,USFS,OH,Final EIS,"Wayne National Forest, Proposed Revised Land and Resource Management Plan, Implementation, Several Counties, OH",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/EA53610D1D388DE385257BEB001BA258,20060035,02/03/2006,Bob Gianniny,03/06/2006,740-753-0882,02/10/2006,"Revision to FR Notice Published on 02/03/2006.  The above EIS should have 
appear in FR 02/03/2006", ,,02/22/2006,,0.0,
358,01/27/2006,USFS,WI,Draft Supplement,"Northwest Howell Vegetation Management Project, New Information to Address Inadequate Disclosure of the Cumulative Effects Analysis for Six Animal and Two Plant  Species, Eagle River-Florence Ranger District, Chequamegon-Nicole National Forest, Florence and Forest Counties, WI",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/09C09D66CDA746B185257BEB001BA23C,20060025,01/27/2006,Brian Quinn,03/13/2006,715-762-5176,,,This statement is supplemental to FEIS #20020478 file 11/20/2002.,,03/15/2006,EC2,0.0,
359,01/27/2006,USFS,WI,Draft Supplement,"McCaslin Project, Vegetation Management Activities that are Consistent with Direction in the Nicolet Forest Plan, New Information to Address Inadequate Disclosure of the Cumulative Effect Analysis for Six Animal and Eight Plant Species, Lakewood/Lasna District, Chequamegaon-Nicolet National Forest, Oconto and Forest Counties, WI",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/13BACA8F1CA325D685257BEB001BA23A,20060024,01/27/2006,Brian Quinn,03/27/2006,715-762-5176,03/24/2006,"Revision to FR Notice Published 01/27/2006:   Comment Period Extended from 
03/13/2006 to 03/27/2006",This statement is supplemental to FEIS 20030457 filed 10/03/2003.,,03/13/2006,EC2,0.0,
360,01/27/2006,USFS,CA,Draft EIS,"Kings River Project, Proposal to Restore Historical Pre-1850 Forest Conditions, Implementation, High Sierra Ranger District, Sierra National Forest, Fresno County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/40B3260FE145575185257BEB001BA241,20060027,01/27/2006,Ross Peckinpah,03/28/2006,559-855-5355,02/17/2006,"Revision to FR Notice Published 01/27/2006:   Comment Period has been extended 
from 03/13/2006 to 03/28/2006", ,,04/07/2006,EC2,0.0,
361,01/27/2006,USFS,AK,Draft EIS,"Whistle Stop Project, Provide Access to Backcountry Recreation Area on National Forest, System (NFS) Lands, on the Kenai Peninsula between Portage and Moose Pass, Chugach National Forest, Kenai Peninsula Borough, AK ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B3D43D8837329C5385257BEB001BA23F,20060026,01/27/2006,Adam McClory,03/13/2006,907-754-2352,,, ,,03/13/2006,LO,0.0,
362,01/27/2006,USFS,UT,Final EIS,"Quitchupah Creek Road Project, Public Road Construction to Provide Access from UT-10 to the Acord Lakes Road, Application  for Right-of-Way Grant, Fishlake National Forest, Sevier County Special Services District (SSD), Sevier and Emery Counties, UT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DFA583319C882E3185257BEB001BA236,20060021,01/27/2006,Rod Lee,02/27/2006,435-896-1500,,, ,,02/15/2006,,0.0,
363,01/20/2006,USACE,CA,Final Supplement,"US Army National Training Center, Additional Maneuverable Training Land at Fort Irwin, Implementation, San Bernardino County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E98D64F2E6136C0485257BEB001BA223,20060012,01/20/2006,Ray Marler,02/21/2006,760-380-3035,,, ,,02/14/2006,,0.0,
364,01/20/2006,USACE,Multi,Final EIS,"TIERED- FEIS  Baltimore Harbor and Channels Dredged Material Management Plan (DMMP), To Analyze Dredged Material Placement,  Port of Baltimore, Chesapeake Bay, MD, PA, DE, WV, DC, and NY",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F6424ABD76CCD44185257BEB001BA225,20060013,01/20/2006,Mark Mendelsohn,02/21/2006,410-962-9499,,, ,,02/21/2006,,0.0,
365,01/20/2006,USFS,FL,Final EIS,"Ocala National Forest Access Designation Process, Roads and Trails Systems Development, Implementation, Lake, Marion and Putnam Counties, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/53E767FA29C9B25585257BEB001BA22C,20060017,01/20/2006,Will Ebaugh,02/21/2006,850-523-8557,02/03/2006,"Revision to FR Notice Published 01/20/2006:  Correction to Document Status from 
Draft to Final EIS.  Wait Period Ends on 02/21/2006", ,,02/22/2006,,0.0,
366,01/20/2006,USFS,CA,Draft EIS,"Kirkwood Mountain Resort, Proposed 2003 Mountain Master Development Plan, Implementation, Eldorado National Forest, Amador, Alpine and EL Dorado Counties, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D45C6932B96E37B885257BEB001BA229,20060015,01/20/2006,Sue Rodman,03/06/2006,530-622-5061,,, ,,03/21/2006,EC2,0.0,
367,01/20/2006,USFS,AK,Final EIS,"Scott Peak  Project Area, Harvesting Timber and Development of Road Management, Tongass National Forest, Petersburg Ranger District, Northeast of Kupreanof Island, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/FE95CA9EE620EF0485257BEB001BA215,20060006,01/20/2006,Linda Slaght,02/13/2006,907-772-3871,01/20/2006,"Revision to FR Notice Published on 01/06/2006:  The above EIS should have 
appear in the FR on 01/06/2006.  The Wait Period is Calculated from the FR on 
01/06/2006.", ,,02/02/2006,,0.0,
